1,1.580
0,1
1,0.300
0,1
1,0.640
0,0
1,0.600
0,0
1,0.540
0,2
1,1.480
0,1
1,0.900
0,2
1,1.700
0,0
1,1.580
0,0
1,0.280
0,0
1,0.660
0,1
1,1.120
0,1
1,0.360
0,2
1,1.280
0,1
1,0.300
